City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
301,mahibadhoo,3.7833,72.9667,301.3,71,96,5.41,MV,2023-10-13 05:26:24
302,senanga,-16.1167,23.2667,297.14,56,79,2.84,ZM,2023-10-13 05:26:24
303,harper,4.375,-7.7169,297.93,89,72,2.3,LR,2023-10-13 05:26:25
304,katsuren-haebaru,26.3369,127.8719,301.58,60,75,6.17,JP,2023-10-13 05:26:26
305,tralee,52.2704,-9.7026,283.54,90,100,4.01,IE,2023-10-13 05:26:26
306,songea,-10.6833,35.65,295.63,53,73,2.64,TZ,2023-10-13 05:26:27
307,al wafrah,28.6392,47.9306,304.7,24,0,3.85,KW,2023-10-13 05:26:28
308,kotlas,61.2611,46.6556,278.74,93,91,5.36,RU,2023-10-13 05:26:28
309,nabire,-3.3667,135.4833,304.08,63,96,2.93,ID,2023-10-13 05:26:29
310,nueva gerona,21.8833,-82.8,301.57,78,87,3.1,CU,2023-10-13 05:26:30
311,longquan,24.6719,102.1613,290.2,95,91,1.1,CN,2023-10-13 05:26:30
312,la ronge,55.1001,-105.2842,281.27,93,100,1.03,CA,2023-10-13 05:26:31
313,east london,-33.0153,27.9116,290.67,72,0,6.17,ZA,2023-10-13 05:26:31
314,pervomayskoye,43.919,46.7102,284.11,62,35,2.39,RU,2023-10-13 05:26:32
315,pimentel,-6.8367,-79.9342,292.31,82,0,7.2,PE,2023-10-13 05:26:33
316,aasiaat,68.7098,-52.8699,268.96,91,100,2.81,GL,2023-10-13 05:26:34
317,spearfish,44.4908,-103.8594,278.86,81,100,3.09,US,2023-10-13 05:25:25
318,vinukonda,16.05,79.75,304.01,57,5,2.35,IN,2023-10-13 05:26:35
319,sambava,-14.2667,50.1667,298.54,63,30,2.25,MG,2023-10-13 05:26:36
320,sampit,-2.5333,112.95,309.13,35,61,2.1,ID,2023-10-13 05:26:36
321,puerto leguizamo,-0.1934,-74.7819,297.25,79,72,0.95,CO,2023-10-13 05:26:37
322,coquimbo,-29.9533,-71.3436,286.0,94,0,2.06,CL,2023-10-13 05:26:38
323,stuttgart,48.7823,9.177,289.07,78,0,0.51,DE,2023-10-13 05:26:38
324,trapani,37.8333,12.6667,290.87,100,0,2.06,IT,2023-10-13 05:17:02
325,alice springs,-23.7,133.8833,300.9,13,0,6.69,AU,2023-10-13 05:26:40
326,la gi,10.6667,107.7833,303.87,66,96,2.14,VN,2023-10-13 05:26:40
327,montevideo,-34.8335,-56.1674,277.99,93,0,1.54,UY,2023-10-13 05:26:41
328,college,64.8569,-147.8028,273.14,66,75,3.6,US,2023-10-13 05:26:42
329,karak city,31.1637,35.762,290.01,62,0,1.3,JO,2023-10-13 05:26:42
330,sinabang,2.4803,96.3801,301.12,76,95,2.37,ID,2023-10-13 05:26:43
331,prince rupert,54.3161,-130.3201,288.2,66,100,10.8,CA,2023-10-13 05:23:59
332,miguel alves,-4.1656,-42.8953,296.92,86,36,1.33,BR,2023-10-13 05:26:45
333,emerald,-23.5333,148.1667,307.78,18,0,3.38,AU,2023-10-13 05:26:45
334,shizilu,35.1711,118.8289,295.76,46,70,2.49,CN,2023-10-13 05:26:46
335,belo sur tsiribihina,-19.7,44.55,300.85,65,18,1.87,MG,2023-10-13 05:26:47
336,swakopmund,-22.6833,14.5333,284.81,89,0,1.34,NA,2023-10-13 05:26:47
337,codrington,-38.2667,141.9667,287.26,82,100,7.82,AU,2023-10-13 05:26:48
338,banff,51.1762,-115.5698,279.36,87,100,1.03,CA,2023-10-13 05:25:53
339,hadibu,12.65,54.0333,300.54,78,63,2.72,YE,2023-10-13 05:26:49
340,moshi,-3.35,37.3333,295.96,67,99,1.13,TZ,2023-10-13 05:26:50
341,champerico,14.3,-91.9167,300.77,81,100,3.06,GT,2023-10-13 05:26:50
342,mount gambier,-37.8333,140.7667,287.42,77,100,5.41,AU,2023-10-13 05:26:51
343,keetmanshoop,-26.5833,18.1333,282.66,81,20,1.54,NA,2023-10-13 05:26:52
344,hasaki,35.7333,140.8333,295.37,43,2,6.25,JP,2023-10-13 05:26:52
345,broome,42.2506,-75.833,281.36,86,0,2.57,US,2023-10-13 05:26:53
346,rawson,-43.3002,-65.1023,281.11,65,1,4.36,AR,2023-10-13 05:26:53
347,carnarvon,-24.8667,113.6333,305.01,36,27,5.09,AU,2023-10-13 05:26:54
348,ulladulla,-35.35,150.4667,293.58,45,32,2.36,AU,2023-10-13 05:26:55
349,slatina,44.4333,24.3667,281.32,58,27,2.02,RO,2023-10-13 05:26:56
350,enewetak,11.3474,162.3373,301.82,67,59,5.14,MH,2023-10-13 05:26:56
351,laghouat,33.8,2.8651,289.49,45,0,1.61,DZ,2023-10-13 05:26:57
352,george town,5.4112,100.3354,306.11,74,20,4.12,MY,2023-10-13 05:26:31
353,san jeronimo de juarez,17.1333,-100.4667,298.47,90,17,1.85,MX,2023-10-13 05:26:58
354,port alfred,-33.5906,26.891,291.03,78,2,4.92,ZA,2023-10-13 05:26:59
355,general conesa,-40.1,-64.4333,281.31,68,2,4.5,AR,2023-10-13 05:26:59
356,ayancik,41.9447,34.5861,282.08,45,0,1.36,TR,2023-10-13 05:27:00
357,ust'-kut,56.7938,105.7672,276.73,79,100,1.79,RU,2023-10-13 05:27:01
358,opuwo,-18.0607,13.84,292.6,31,6,0.74,NA,2023-10-13 05:27:01
359,rajaori,33.3833,74.3,300.08,26,5,2.14,IN,2023-10-13 05:27:02
360,lompoc,34.6391,-120.4579,286.77,89,95,2.05,US,2023-10-13 05:27:03
361,susuman,62.7833,148.1667,264.25,69,39,0.45,RU,2023-10-13 05:27:03
362,hemsby,52.6971,1.6918,289.28,98,100,9.88,GB,2023-10-13 05:27:04
363,quang ngai,15.1167,108.8,301.13,83,87,3.56,VN,2023-10-13 05:27:05
364,lodja,-3.4833,23.4333,294.4,90,97,0.88,CD,2023-10-13 05:27:05
365,bamboo flat,11.7,92.7167,304.2,70,40,2.06,IN,2023-10-13 05:27:06
366,kosikha,53.3617,84.5822,280.1,71,94,3.17,RU,2023-10-13 05:27:07
367,al burayqah,30.4062,19.5739,295.48,67,0,3.65,LY,2023-10-13 05:27:07
368,ornskoldsvik,63.2909,18.7153,273.68,93,66,2.06,SE,2023-10-13 05:27:08
369,kayes,14.0,-11.0,298.86,65,89,0.73,ML,2023-10-13 05:27:09
370,tuljapur,18.0,76.0833,303.55,30,0,3.85,IN,2023-10-13 05:27:09
371,vorkuta,67.5,64.0,273.77,64,100,5.6,RU,2023-10-13 05:27:10
372,fort bragg,35.139,-79.006,287.48,96,75,2.06,US,2023-10-13 05:27:11
373,la'ie,21.6477,-157.9253,299.32,75,1,2.68,US,2023-10-13 05:27:11
374,ebon,4.582,168.6964,302.12,70,100,1.12,MH,2023-10-13 05:27:12
375,new norfolk,-42.7826,147.0587,288.87,59,80,4.19,AU,2023-10-13 05:27:13
376,lib,8.3122,167.3766,301.49,73,99,2.04,MH,2023-10-13 05:27:13
377,zheleznodorozhnyy,55.7503,38.0042,281.8,96,68,5.81,RU,2023-10-13 05:27:14
378,kavieng,-2.5744,150.7967,302.3,71,69,1.9,PG,2023-10-13 05:23:15
379,birjand,32.8663,59.2211,295.41,30,9,0.0,IR,2023-10-13 05:27:15
380,ngorongoro,-3.2397,35.4875,287.44,78,100,1.93,TZ,2023-10-13 05:27:16
381,eldorado,-23.7869,-54.2836,288.81,84,57,3.98,BR,2023-10-13 05:27:16
382,kibi,6.1649,-0.5538,293.84,98,100,0.57,GH,2023-10-13 05:27:17
383,lucapa,-8.4192,20.7447,293.72,81,54,0.85,AO,2023-10-13 05:27:18
384,puerto baquerizo moreno,-0.9,-89.6,296.65,82,17,4.17,EC,2023-10-13 05:27:18
385,hami,42.8,93.45,296.03,18,0,2.83,CN,2023-10-13 05:27:19
386,ta`u,-14.2336,-169.5144,300.06,79,29,7.55,AS,2023-10-13 05:27:20
387,kovernino,57.1253,43.8142,281.22,81,81,5.68,RU,2023-10-13 05:27:20
388,yerofey pavlovich,53.9667,121.9667,288.28,35,76,5.48,RU,2023-10-13 05:27:21
389,tosontsengel,48.7567,98.2839,283.4,26,4,2.03,MN,2023-10-13 05:27:21
390,kamloops,50.6665,-120.3192,283.7,82,0,3.09,CA,2023-10-13 05:27:22
391,lycksele,64.5954,18.6735,269.5,100,20,0.0,SE,2023-10-13 05:27:23
392,magadan,59.5667,150.8,274.56,53,1,3.13,RU,2023-10-13 05:27:23
393,kiunga,-6.1219,141.2906,306.87,51,84,1.72,PG,2023-10-13 05:27:24
394,castillos,-34.1667,-53.8333,277.94,84,2,1.67,UY,2023-10-13 05:27:25
395,lazaro cardenas,17.9583,-102.2,298.43,89,10,1.94,MX,2023-10-13 05:27:25
396,acarau,-2.8856,-40.12,299.53,79,20,7.6,BR,2023-10-13 05:27:26
397,ust-tsilma,65.441,52.1498,275.71,96,100,3.58,RU,2023-10-13 05:27:27
398,leava,-14.3,-178.1667,299.77,83,100,10.13,WF,2023-10-13 05:27:27
399,qarazhal,48.0078,70.7903,280.67,55,1,7.57,KZ,2023-10-13 05:27:28
400,kroya,-7.6331,109.2461,303.08,61,77,5.86,ID,2023-10-13 05:27:29
401,dori,14.0354,-0.0345,302.55,41,84,2.34,BF,2023-10-13 05:27:29
402,rodolfo sanchez taboada,31.7167,-116.5667,288.76,76,37,0.89,MX,2023-10-13 05:27:31
403,remire-montjoly,4.9167,-52.2667,299.17,89,20,0.0,GF,2023-10-13 05:27:31
404,pandan,14.0453,124.1694,303.24,71,37,3.97,PH,2023-10-13 05:27:32
405,qamdo,31.1667,97.2333,277.44,29,99,1.69,CN,2023-10-13 05:27:33
406,kachug,53.9606,105.8817,291.51,46,99,2.24,RU,2023-10-13 05:27:33
407,kimberley,-28.7323,24.7623,282.98,100,0,0.0,ZA,2023-10-13 05:27:34
408,holualoa,19.6228,-155.9522,298.06,79,100,4.63,US,2023-10-13 05:27:35
409,mtambile,-5.3833,39.7,299.38,72,74,1.29,TZ,2023-10-13 05:27:36
410,saipan,15.1355,145.701,299.54,94,100,4.63,MP,2023-10-13 05:27:36
411,leh,34.1667,77.5833,282.08,22,3,1.53,IN,2023-10-13 05:25:00
412,dingtao,35.0683,115.5625,297.97,36,84,3.87,CN,2023-10-13 05:27:38
413,ulsteinvik,62.3432,5.8487,284.22,84,100,6.1,NO,2023-10-13 05:27:38
414,lobujya,27.95,86.8167,272.34,64,1,2.76,NP,2023-10-13 05:27:39
415,cill airne,52.05,-9.5167,283.57,96,100,3.55,IE,2023-10-13 05:27:40
416,kolonia town,6.964,158.206,301.37,72,99,2.96,FM,2023-10-13 05:27:41
417,kilindoni,-7.9139,39.6668,299.19,75,80,2.68,TZ,2023-10-13 05:27:41
418,nadym,65.5333,72.5167,274.27,68,100,7.82,RU,2023-10-13 05:27:42
419,mahavelona,-17.6848,49.5087,300.14,68,11,0.84,MG,2023-10-13 05:27:43
420,chandur,19.7333,79.1833,302.23,58,16,1.39,IN,2023-10-13 05:27:43
421,teolocholco,19.25,-98.1833,285.84,91,57,0.47,MX,2023-10-13 05:27:44
422,callao,-12.0667,-77.15,291.88,77,40,5.14,PE,2023-10-13 05:27:45
423,nha trang,12.25,109.1833,305.15,65,98,3.61,VN,2023-10-13 05:27:45
424,usogorsk,63.4106,48.6872,279.08,92,100,4.68,RU,2023-10-13 05:27:46
425,plouzane,48.3833,-4.6167,294.33,77,100,12.35,FR,2023-10-13 05:27:47
426,aracatuba,-21.2089,-50.4328,296.44,85,100,1.13,BR,2023-10-13 05:27:47
427,papao,-17.75,-149.55,299.97,81,7,8.07,PF,2023-10-13 05:27:48
428,saint-felicien,48.6501,-72.4491,281.53,100,100,3.09,CA,2023-10-13 05:27:48
429,okha,53.5739,142.9478,287.62,56,64,6.59,RU,2023-10-13 05:27:49
430,orlov,58.5395,48.8917,282.07,80,72,5.55,RU,2023-10-13 05:27:50
431,sandnessjoen,66.0217,12.6316,276.21,93,40,0.51,NO,2023-10-13 05:27:51
432,ephrata,40.1798,-76.1788,287.3,78,0,0.0,US,2023-10-13 05:26:44
433,guatire,10.4762,-66.5427,296.05,96,26,1.27,VE,2023-10-13 05:24:49
434,summerside,46.3959,-63.7876,284.64,100,99,1.03,CA,2023-10-13 05:24:26
435,cambria,35.5641,-121.0808,290.92,58,81,1.81,US,2023-10-13 05:27:54
436,east ballina,-28.8667,153.5833,296.37,66,28,6.79,AU,2023-10-13 05:27:55
437,khmilnyk,49.5598,27.9575,286.01,95,99,2.44,UA,2023-10-13 05:27:55
438,mil'kovo,55.6078,37.7956,281.79,84,65,6.76,RU,2023-10-13 05:27:56
439,el fasher,13.6279,25.3494,301.34,24,15,5.77,SD,2023-10-13 05:27:57
440,touros,-5.1989,-35.4608,298.67,81,6,6.25,BR,2023-10-13 05:27:58
441,isangel,-19.55,169.2667,297.49,78,100,4.13,VU,2023-10-13 05:27:59
442,deniliquin,-35.5333,144.9667,290.58,54,97,5.49,AU,2023-10-13 05:27:59
443,ancud,-41.8697,-73.8203,278.69,87,35,1.58,CL,2023-10-13 05:28:00
444,dauphin,51.1494,-100.0502,281.23,81,100,4.12,CA,2023-10-13 05:28:00
445,cruz alta,-28.6386,-53.6064,280.8,94,51,5.07,BR,2023-10-13 05:28:01
446,punta del este,-34.9667,-54.95,283.08,78,0,2.06,UY,2023-10-13 05:28:02
447,barra de santo antonio,-9.4047,-35.5072,296.75,87,20,4.65,BR,2023-10-13 05:28:03
448,mont-laurier,46.5501,-75.4993,280.94,89,96,2.91,CA,2023-10-13 05:28:04
449,spirovo,57.419,34.9766,280.63,70,83,6.33,RU,2023-10-13 05:28:04
450,minas,-34.3759,-55.2377,275.93,86,0,1.05,UY,2023-10-13 05:28:05
451,smara,26.7384,-11.6719,297.41,23,4,4.53,EH,2023-10-13 05:28:06
452,palmer,42.1584,-72.3287,285.8,79,0,2.06,US,2023-10-13 05:25:21
453,madalena,41.2162,-8.3345,294.52,66,100,2.2,PT,2023-10-13 05:28:07
454,nuuk,64.1835,-51.7216,274.98,86,100,5.02,GL,2023-10-13 05:28:08
455,chizhou,30.6578,117.4831,295.16,63,100,1.93,CN,2023-10-13 05:28:09
456,annau,37.8876,58.516,283.87,54,1,6.17,TM,2023-10-13 05:28:09
457,nenjiang,49.1833,125.2167,292.24,25,3,7.45,CN,2023-10-13 05:28:10
458,kandava,57.0409,22.7747,279.13,90,14,3.73,LV,2023-10-13 05:28:11
459,takoradi,4.8845,-1.7554,296.88,92,96,2.41,GH,2023-10-13 05:23:24
460,labytnangi,66.6572,66.4183,272.47,96,100,5.39,RU,2023-10-13 05:28:12
461,utica,43.1009,-75.2327,280.22,88,38,1.4,US,2023-10-13 05:27:30
462,cao bang,22.6667,106.25,298.47,74,95,0.56,VN,2023-10-13 05:28:13
463,kalabo,-14.97,22.6814,297.47,47,71,2.32,ZM,2023-10-13 05:28:14
464,luganville,-15.5333,167.1667,299.37,72,61,4.82,VU,2023-10-13 05:28:15
465,keflavik,64.0049,-22.5624,276.1,75,75,12.86,IS,2023-10-13 05:28:16
466,ribeira brava,32.65,-17.0667,297.5,52,99,0.98,PT,2023-10-13 05:28:17
467,benguela,-12.5763,13.4055,295.61,85,95,2.16,AO,2023-10-13 05:28:18
468,puerto deseado,-47.7503,-65.8938,281.29,64,3,1.99,AR,2023-10-13 05:28:19
469,mount pearl,47.5166,-52.7813,285.0,99,100,2.06,CA,2023-10-13 05:28:19
470,namdrik,5.5994,168.1028,302.28,69,87,1.23,MH,2023-10-13 05:28:20
471,waingapu,-9.6567,120.2641,304.73,48,43,6.27,ID,2023-10-13 05:28:21
472,gwadar,25.1216,62.3254,301.19,76,1,2.53,PK,2023-10-13 05:28:21
473,aral,40.5156,81.2636,295.33,16,4,3.25,CN,2023-10-13 05:28:22
474,kruishoutem,50.9017,3.5259,291.2,97,100,4.02,BE,2023-10-13 05:28:23
475,lamu,-2.2717,40.902,300.27,77,74,3.23,KE,2023-10-13 05:28:23
476,karlskrona,56.1616,15.5866,276.4,85,27,3.82,SE,2023-10-13 05:28:24
477,cox's bazar,21.4532,91.9798,302.62,66,2,0.94,BD,2023-10-13 05:28:25
478,amga,60.8953,131.9608,275.36,97,95,0.89,RU,2023-10-13 05:28:26
479,wajir,1.7471,40.0573,300.13,69,100,3.6,KE,2023-10-13 05:28:26
480,cruzeiro do sul,-29.5128,-51.9853,286.22,87,100,1.83,BR,2023-10-13 05:28:27
481,lokomotivnyy,53.0118,60.5684,275.6,62,85,9.83,RU,2023-10-13 05:28:28
482,gualdo tadino,43.2317,12.781,287.2,75,13,6.26,IT,2023-10-13 05:28:29
483,namibe,-15.1961,12.1522,291.98,84,70,1.79,AO,2023-10-13 05:28:30
484,stephenville,32.2207,-98.2023,297.52,73,0,2.57,US,2023-10-13 05:25:30
485,jorpeland,59.0225,6.0408,284.9,97,100,5.79,NO,2023-10-13 05:28:32
486,yilan,24.757,121.753,301.07,81,100,1.06,TW,2023-10-13 05:28:32
487,winnemucca,40.973,-117.7357,277.18,70,0,2.06,US,2023-10-13 05:28:33
488,labrador city,52.9463,-66.9114,279.1,93,100,1.54,CA,2023-10-13 05:28:34
489,corte,42.25,9.25,288.13,40,6,2.35,FR,2023-10-13 05:28:35
490,ghat,24.9647,10.1728,295.15,28,11,2.73,LY,2023-10-13 05:28:36
491,nuku'alofa,-21.1333,-175.2,297.34,73,75,6.17,TO,2023-10-13 05:28:37
492,sao joao da barra,-21.6403,-41.0511,295.96,88,55,7.3,BR,2023-10-13 05:28:37
493,pechora,65.1472,57.2244,274.74,67,100,6.71,RU,2023-10-13 05:28:38
494,piacabucu,-10.4056,-36.4344,297.06,88,12,4.34,BR,2023-10-13 05:28:39
495,rongelap,11.1635,166.8941,301.44,75,75,3.46,MH,2023-10-13 05:28:40
496,timbuktu,16.7735,-3.0074,302.69,18,42,1.88,ML,2023-10-13 05:28:41
497,sao paulo de olivenca,-3.3783,-68.8725,296.56,96,100,0.83,BR,2023-10-13 05:28:41
498,tyukhtet,56.5389,89.3011,277.65,88,100,4.74,RU,2023-10-13 05:28:42
499,nizhniy kuranakh,58.8353,125.4869,277.43,91,100,3.91,RU,2023-10-13 05:28:43
500,mapastepec,15.4333,-92.9,298.58,91,100,1.47,MX,2023-10-13 05:28:44
501,nouadhibou,20.931,-17.0347,297.14,53,31,4.12,MR,2023-10-13 05:28:45
502,raduzhny,62.0961,77.475,275.11,76,99,4.93,RU,2023-10-13 05:28:45
503,caleta de carquin,-11.0925,-77.6267,291.81,84,78,4.82,PE,2023-10-13 05:28:46
504,kyzyl-mazhalyk,51.1333,90.6,284.21,50,97,0.89,RU,2023-10-13 05:28:47
505,ilha de mocambique,-15.0342,40.7358,299.19,77,74,5.16,MZ,2023-10-13 05:28:48
506,san julian,21.0167,-102.1667,288.11,68,2,2.46,MX,2023-10-13 05:28:48
507,inirida,3.8653,-67.9239,298.17,83,58,1.21,CO,2023-10-13 05:28:49
508,rabo de peixe,37.8,-25.5833,292.88,99,20,3.09,PT,2023-10-13 05:28:50
509,mar del plata,-38.0023,-57.5575,282.64,84,0,5.14,AR,2023-10-13 05:28:51
510,corinto,37.9407,22.9573,288.65,66,0,0.7,GR,2023-10-13 05:28:52
511,sarangani,5.4033,125.4636,302.0,70,89,4.8,PH,2023-10-13 05:28:53
512,gourcy,13.2167,-2.35,300.42,56,100,2.1,BF,2023-10-13 05:28:54
513,camayenne,9.535,-13.6878,297.2,100,75,4.12,GN,2023-10-13 05:28:54
514,griffith,41.5284,-87.4237,288.09,81,0,4.63,US,2023-10-13 05:28:55
515,novyy urgal,51.0736,132.5642,287.03,42,8,4.54,RU,2023-10-13 05:28:56
516,mundri,-6.9558,111.71,308.37,35,61,6.26,ID,2023-10-13 05:28:56
517,jalai nur,49.45,117.7,289.32,32,6,5.33,CN,2023-10-13 05:28:58
518,atar,20.5169,-13.0499,302.26,18,15,1.6,MR,2023-10-13 05:28:59
519,walvis bay,-22.9575,14.5053,284.87,93,100,2.57,NA,2023-10-13 05:28:59
520,leshan,29.5623,103.7639,290.25,86,100,0.75,CN,2023-10-13 05:29:00
521,okhotsk,59.3833,143.3,272.11,80,100,4.1,RU,2023-10-13 05:29:01
522,ishigaki,24.3448,124.1572,302.22,61,20,6.17,JP,2023-10-13 05:29:02
523,chinde,26.8418,88.0763,294.06,70,9,1.8,NP,2023-10-13 05:29:03
524,pontes e lacerda,-15.2261,-59.3353,297.92,81,81,1.17,BR,2023-10-13 05:29:03
525,kalemie,-5.9475,29.1947,297.03,71,42,0.77,CD,2023-10-13 05:29:04
526,sao jose da coroa grande,-8.8978,-35.1478,297.31,86,20,4.32,BR,2023-10-13 05:29:05
527,shangmei,27.7428,111.2956,290.39,75,100,1.45,CN,2023-10-13 05:26:53
528,staraya russa,57.9944,31.3608,282.03,77,17,5.53,RU,2023-10-13 05:29:06
529,atherton,53.5237,-2.4935,286.87,97,100,1.91,GB,2023-10-13 05:24:36
530,shenkursk,62.1091,42.896,276.45,83,100,4.92,RU,2023-10-13 05:29:07
531,ciudad insurgentes,25.2625,-111.7753,294.99,68,2,3.49,MX,2023-10-13 05:29:08
532,kone,-21.0595,164.8658,297.2,66,68,1.57,NC,2023-10-13 05:29:09
533,eastham,41.8301,-69.9739,289.79,77,20,3.58,US,2023-10-13 05:29:10
534,lindi,-10.0,39.7167,300.07,71,89,1.92,TZ,2023-10-13 05:29:10
535,sorong,-0.8833,131.25,302.55,72,73,3.28,ID,2023-10-13 05:27:09
536,fortuna,40.5982,-124.1573,284.63,95,0,0.0,US,2023-10-13 05:29:12
537,kodinsk,58.6881,99.1844,278.39,90,100,0.92,RU,2023-10-13 05:29:13
538,podporozh'ye,60.9112,34.1706,277.78,79,100,6.44,RU,2023-10-13 05:29:13
539,olinda,-8.0089,-34.8553,299.0,78,75,4.63,BR,2023-10-13 05:29:14
540,puerto santa,-8.9906,-78.6456,290.94,89,64,3.49,PE,2023-10-13 05:29:15
541,howrah,22.5892,88.3103,307.15,52,20,3.09,IN,2023-10-13 05:29:15
542,mersing,2.4312,103.8405,306.1,70,40,3.6,MY,2023-10-13 05:29:16
543,dalbandin,28.8947,64.4101,304.02,11,0,1.37,PK,2023-10-13 05:29:17
544,michalovce,48.7543,21.9195,289.24,87,100,1.23,SK,2023-10-13 05:29:18
545,srivardhan,18.0333,73.0167,303.85,63,30,0.22,IN,2023-10-13 05:29:18
546,linxia chengguanzhen,35.6003,103.2064,285.31,57,76,1.56,CN,2023-10-13 05:29:19
547,vasarosnameny,48.1333,22.3167,287.54,73,100,2.41,HU,2023-10-13 05:29:20
548,arteche,12.2645,125.4048,302.25,77,42,2.1,PH,2023-10-13 05:29:20
549,barcelos,41.5388,-8.6151,295.29,75,100,3.8,PT,2023-10-13 05:29:21
550,nanao,37.05,136.9667,294.26,46,100,3.18,JP,2023-10-13 05:29:22
551,greenwood,34.1668,-82.1165,287.75,61,0,1.54,US,2023-10-13 05:29:22
552,swedru,5.5371,-0.6998,296.15,96,99,1.37,GH,2023-10-13 05:29:23
553,moranbah,-22.0016,148.0466,305.8,18,7,2.47,AU,2023-10-13 05:29:24
554,dryden,49.7833,-92.7503,281.31,81,20,2.57,CA,2023-10-13 05:29:25
555,albertina,-22.2008,-46.6158,292.79,97,100,0.97,BR,2023-10-13 05:29:25
556,kharela,25.55,79.8167,305.56,26,0,1.92,IN,2023-10-13 05:29:26
557,tianpeng,30.9866,103.9393,295.17,62,100,3.12,CN,2023-10-13 05:29:27
558,ekpoma,6.7421,6.139,294.47,98,98,1.42,NG,2023-10-13 05:29:28
559,damghan,36.1683,54.348,286.03,57,5,0.49,IR,2023-10-13 05:29:28
560,suining,30.508,105.5733,291.14,80,100,0.13,CN,2023-10-13 05:29:29
561,fabero,42.7738,-6.6182,291.68,45,96,1.12,ES,2023-10-13 05:29:30
562,nevel'sk,46.6733,141.8633,287.61,71,3,5.11,RU,2023-10-13 05:29:31
563,masuguru,-11.3667,38.4167,299.26,64,47,2.44,TZ,2023-10-13 05:29:31
564,tazovsky,67.4667,78.7,274.39,82,100,3.35,RU,2023-10-13 05:29:32
